[2026-03-12T16:38:50.099683Z] | [0.54] | [0f7dcd1e] | [Banco Unión S.A.]
[2026-03-12T16:42:07.209772Z] | [3.37] | [2d49e0f5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.211191Z] | [1.48] | [ecead82c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.212772Z] | [2.49] | [30aa6f64] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.214700Z] | [3.15] | [f9ffc85f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.216316Z] | [2.25] | [fd374063] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.217854Z] | [2.92] | [53038989] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.219439Z] | [2.02] | [3a24a8c5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.221255Z] | [3.08] | [9f4736e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.222768Z] | [2.3] | [c5ece020] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.224136Z] | [1.9] | [37c20f55] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.225536Z] | [2.48] | [c59a9642] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.226927Z] | [3.53] | [a7376610] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.228231Z] | [3.44] | [5e9dcbde] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.229838Z] | [1.48] | [a7cd6c17] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.231169Z] | [3.52] | [b8783482] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.232483Z] | [2.11] | [b6424120] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.233798Z] | [2.55] | [37ecf808] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.235111Z] | [1.38] | [925bf94d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.236421Z] | [3.2] | [bb8575a5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.237739Z] | [3.75] | [cdfe7265] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.239099Z] | [2.2] | [e6f25e3f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.240453Z] | [3.83] | [10ba2db9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.241812Z] | [0.83] | [0bbd8e79] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.243144Z] | [1.63] | [95d479b9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.244569Z] | [0.84] | [d586528b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.246158Z] | [3.9] | [68bbf3a5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.247575Z] | [2.88] | [949138ae] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.248988Z] | [2.21] | [4e3ab63a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.250564Z] | [1.19] | [f72f53f3] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.251963Z] | [2.91] | [625735a9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.253359Z] | [2.17] | [4917d0d7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.254938Z] | [1.93] | [03b25e1e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.256480Z] | [3.53] | [665334d1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.258012Z] | [3.3] | [e862ddb3] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.259536Z] | [3.3] | [3c770196] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.261323Z] | [3.48] | [26fc7c7a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.262911Z] | [1.68] | [bf2b8945] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.264453Z] | [3.26] | [2143194f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.265866Z] | [3.81] | [7a61ac6c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.267269Z] | [3.41] | [a2166189] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.268732Z] | [3.15] | [89076a14] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.270078Z] | [2.52] | [e2a9faae] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.271413Z] | [3.28] | [95dc13a2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.272764Z] | [3.19] | [b0e1c63d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.274112Z] | [3.49] | [1f67bf8d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.275429Z] | [1.94] | [295ae8d2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.276775Z] | [3.13] | [e29286e5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.278070Z] | [3.95] | [d18cae91] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.279383Z] | [0.83] | [d519e3ab] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.280788Z] | [1.41] | [25fffb02] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.282117Z] | [2.83] | [e8e345ad] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.283423Z] | [1.21] | [461dc2e9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.284753Z] | [3.89] | [af589328] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.286066Z] | [0.86] | [ffb5dbfc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.287366Z] | [3.18] | [67227d0f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.288675Z] | [2.43] | [bd59d41b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.290081Z] | [1.55] | [b27f89ae] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.291847Z] | [3.83] | [14f5614a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.293264Z] | [3.31] | [9ab23453] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.294681Z] | [0.61] | [7b61ae04] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.296095Z] | [1.33] | [61816633] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.297496Z] | [0.66] | [3a502e51] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.298912Z] | [3.79] | [6b4c0488] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.300312Z] | [1.45] | [10432b46] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.301768Z] | [3.23] | [a6d81bff] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.303263Z] | [3.44] | [2aa1cb23] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.304727Z] | [3.57] | [6c59a36d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.306380Z] | [3.59] | [8e10f62a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.307755Z] | [3.54] | [be09e1fc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.309157Z] | [3.56] | [bed0fda5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.310695Z] | [1.96] | [34f4d95b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.312120Z] | [0.96] | [c82b5527] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.313607Z] | [2.53] | [8f7e2f91] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.315061Z] | [1.13] | [c56d619c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.316516Z] | [1.75] | [e9cb685a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.317960Z] | [3.08] | [3824cfe4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.319404Z] | [3.28] | [9b37f6e4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.320870Z] | [3.81] | [6d436aa6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.324052Z] | [1.27] | [caf2d7e2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.325846Z] | [2.76] | [498f4d07] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.327197Z] | [0.81] | [f14d140e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.328532Z] | [1.61] | [cfa4039b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.329881Z] | [0.53] | [9ea2384d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.331165Z] | [3.83] | [94155e26] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.332418Z] | [1.77] | [eafb7cc0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.333685Z] | [1.3] | [c74bdf49] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.334953Z] | [2.99] | [6ef40a15] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.336243Z] | [0.63] | [5ee3b509] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.337550Z] | [2.52] | [128e0ac2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.338830Z] | [3.15] | [1f1d5523] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.340107Z] | [2.4] | [01eb4998] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.341377Z] | [3.8] | [8de8500e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.342663Z] | [1.42] | [6f70bccc] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.343956Z] | [3.84] | [d05bd5d1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.345224Z] | [2.45] | [7157b55f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.346567Z] | [2.09] | [f19b5436] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.347851Z] | [3.35] | [c6903fda] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.349119Z] | [2.5] | [d6bb8aa2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.350388Z] | [3.45] | [61c5038f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.351655Z] | [3.65] | [8db60a9f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.353168Z] | [3.77] | [562dd020] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.354552Z] | [1.67] | [fc1c934d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.355866Z] | [2.75] | [f2445c6f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.357200Z] | [3.04] | [93826a4c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.358514Z] | [1.67] | [a26a4d90] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.359836Z] | [0.5] | [f1e58c5f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.361162Z] | [1.89] | [b06386c9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.362486Z] | [1.99] | [2e6d61ec] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.363804Z] | [1.51] | [fee3ccf6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.365154Z] | [3.03] | [5ffa476d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.366491Z] | [0.79] | [bed1f4f6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.367823Z] | [1.7] | [1a6d3d68] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.369624Z] | [3.65] | [5a037737] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.371200Z] | [1.86] | [516079e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.372698Z] | [3.5] | [3c6780c9] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.374184Z] | [3.78] | [8edb5470] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.375662Z] | [2.99] | [810d63a8] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.377158Z] | [3.41] | [31027267] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.378654Z] | [3.12] | [06c322c4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.380092Z] | [2.69] | [44ac8271] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.381500Z] | [1.78] | [c22ecdec] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.382904Z] | [1.12] | [3d28bad4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.384495Z] | [3.69] | [84fcd1c5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.385913Z] | [3.84] | [6308fd03] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.387320Z] | [2.35] | [67702a3c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.388742Z] | [1.01] | [b73fcd4a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.390147Z] | [3.21] | [dda71127] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.391549Z] | [3.47] | [2b42d3b6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.392967Z] | [1.04] | [982e21b2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.394461Z] | [1.7] | [8246fbf8] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.395871Z] | [1.35] | [460675e7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.397282Z] | [2.54] | [51aecf99] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.398692Z] | [1.77] | [5e982a35] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.400790Z] | [2.73] | [fb2c51e2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.402127Z] | [1.37] | [7e247a09] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.403417Z] | [2.17] | [e99b2cc8] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.404684Z] | [1.12] | [a4a5051e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.405970Z] | [1.95] | [076aa756] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.407273Z] | [1.06] | [d6716555] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.408550Z] | [3.4] | [f4012196] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.409804Z] | [2.92] | [07664155] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.411145Z] | [3.56] | [c057208d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.412429Z] | [2.88] | [a8ca0822] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.413700Z] | [0.55] | [3932511e] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.415805Z] | [1.39] | [f17f6add] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.418187Z] | [3.3] | [4a110c8f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.419652Z] | [0.75] | [4db64fd0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.421155Z] | [1.23] | [ebd3e0ac] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.422596Z] | [2.69] | [98b66cad] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.424084Z] | [2.89] | [8118b674] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.425563Z] | [2.71] | [cc17e7e5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.427031Z] | [2.05] | [4fb294ca] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.428485Z] | [2.65] | [30544a2b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.429942Z] | [2.76] | [8561b097] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.431933Z] | [3.4] | [a699d620] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.433504Z] | [1.55] | [794da22d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.435071Z] | [0.66] | [20ddf1df] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.436613Z] | [1.86] | [490d9f4c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.438149Z] | [2.98] | [451992a2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.439711Z] | [0.68] | [bd9f8e88] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.441246Z] | [0.9] | [b58bf85d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.442773Z] | [0.71] | [864751ee] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.444330Z] | [1.57] | [9fe05194] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.446272Z] | [3.92] | [7bee8fac] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.448265Z] | [2.53] | [a3350656] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.449769Z] | [1.27] | [ea214857] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.451166Z] | [2.57] | [8a2117f0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.452562Z] | [1.59] | [8b1a806a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.453969Z] | [3.17] | [b880da2f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.455278Z] | [1.03] | [26c9071f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.456596Z] | [1.95] | [4e37db65] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.457911Z] | [3.45] | [c37b2671] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.459253Z] | [1.13] | [012e83de] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.460567Z] | [1.29] | [fd906d80] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.461908Z] | [3.01] | [2339b8b0] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.463758Z] | [3.31] | [5177aa48] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.465145Z] | [0.73] | [5c201f5d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.466503Z] | [0.7] | [0f1b687f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.467849Z] | [2.11] | [a25d0879] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.469195Z] | [2.82] | [31b26400] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.470541Z] | [1.18] | [61e9b129] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.471883Z] | [1.54] | [7698ece7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.473254Z] | [3.17] | [83cfb49a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.474613Z] | [0.8] | [0ea27f1a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.475973Z] | [1.42] | [e71c0c28] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.477339Z] | [1.18] | [c25169bb] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.478807Z] | [0.7] | [908eb9ff] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.480485Z] | [2.72] | [69836644] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.481919Z] | [2.73] | [5faf1f06] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.483434Z] | [2.57] | [77ecca3f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.484911Z] | [1.86] | [f1577025] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.486388Z] | [3.59] | [344d4f90] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.487833Z] | [1.09] | [4e79e5ae] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.489370Z] | [1.31] | [2c76aa85] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.490797Z] | [3.1] | [7e4813a7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.492258Z] | [1.75] | [0927114d] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.493706Z] | [3.07] | [d0d31fa2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.495229Z] | [0.67] | [e40e74ac] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.496644Z] | [3.87] | [0694810c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.498052Z] | [2.33] | [d873d892] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.499466Z] | [1.29] | [1059d6a6] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.500868Z] | [0.62] | [55034a3b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.502261Z] | [0.67] | [2254c3d1] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.503656Z] | [3.6] | [886ad936] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.505044Z] | [3.44] | [6324b7a2] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.506438Z] | [1.8] | [1f00ba4f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.507820Z] | [3.87] | [1086f814] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.509365Z] | [3.28] | [0c8da3b7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.518508Z] | [3.38] | [408c9182] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.519849Z] | [0.98] | [7a6ae950] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.521276Z] | [2.52] | [8feffe40] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.522609Z] | [1.3] | [360aca64] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.523915Z] | [0.97] | [7d84cd37] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.525419Z] | [2.46] | [bf127ed4] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.526923Z] | [3.16] | [5fec9e5b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.528395Z] | [3.78] | [f407001a] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.529867Z] | [0.87] | [6ce2ff6c] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.531345Z] | [2.93] | [fed0555b] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.532683Z] | [2.65] | [8ed0fed3] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.534002Z] | [2.91] | [e7e4c818] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.535341Z] | [1.66] | [453b2ff7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.536650Z] | [2.54] | [fa5c482f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.537977Z] | [2.57] | [303e8987] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.539293Z] | [2.47] | [d8c08eef] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.540624Z] | [3.82] | [e012e2a5] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.541942Z] | [1.97] | [f6a0f43f] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.543269Z] | [2.62] | [38051efa] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.544577Z] | [3.7] | [e0955ef7] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.545889Z] | [3.46] | [c7ab5b77] | [Banco de Crédito de Bolivia S.A. (BCP)]
[2026-03-12T16:42:07.547233Z] | [1.49] | [da6d3733] | [Banco de Crédito de Bolivia S.A. (BCP)]
